id,text,label
3122,"Bot followers for sale, cheapest rates guaranteed!",3
3123,"Excellent explanation, very clear! and easy to follow.",0
3124,Does anyone know where I can find more like this?,4
3125,I believe you meant to say the opposite of what you said.,5
3126,"This made my day, so! inspiring and motivating.",0
3127,I came across this while browsing.!,2
3128,First comment! Subscribe to me for no reason!,3
3129,"This made my day, so inspiring and motivating.",0
3130,"Stop! using that background music, it is distracting.",6
3131,There are subtitles available for this video.,2
3132,"Thank you so much for sharing this, really helpful!",0
3133,The editing is horrible and the pacing is off.,1
3134,There are links in the description.,2
3135,This channel is going downhill fast.!,1
3136,This was suggested to me by YouTube.,2
3137,This channel deserves way more subscribers.,0
3138,I paused this halfway through.,2
3139,The formula you used there is actually wrong.,5
3140,I found this in my recommendations.,2
3141,Please slow down when explaining complex parts.,6
3142,Click here to win a free iPhone now!!!,3
3143,"Clickbait title, the video delivers nothing.",1
3144,You mislabeled the diagram! in this section.,5
3145,Do not forget to add subtitles next! time.,6
3146,I paused this halfway! through.,2
3147,Turn! on the captions for accessibility.,6
3148,There are subtitles! available for this video.,2
3149,Can you make a follow up video on this topic?,4
3150,"Upload more frequently,! we need this content!",6
3151,Please slow down when explaining complex parts.,6
3152,Please include the source links in the description.,6
3153,You confused two different concepts in this part.,5
3154,How long did it! take you to create this?,4
3155,"Beautifully made, the quality is! outstanding.",0
3156,The spelling of that term is incorrect in your slides.,5
3157,Where can I download the files you used here?,4
3158,"That is a common misconception, the real answer is different.",5
3159,I think you got! the steps in the wrong order here.,5
3160,I think you got the steps in the wrong order here.,5
3161,"Great video, very! informative and well explained.",0
3162,I watched this video.,2
3163,"This made my day, so inspiring and motivating.",0
3164,The date you mentioned is actually off by! one year.,5
3165,"Small error in the code, you forgot a closing bracket.",5
3166,Does anyone know where I can find! more like this?,4
3167,"I got 10000 subscribers in one day, here is how!",3
3168,You confused two different concepts in this part.,5
3169,Please! include the source links in the description.,6
3170,How many hours did you spend on! this project?,4
3171,The date you! mentioned is actually off by one year.,5
3172,This was suggested to me by YouTube.,2
3173,Where can I download the files you used here?,4
3174,Do you have a written version! of this tutorial?,4
3175,The video has a few chapters.,2
3176,"Bot followers for sale, cheapest rates guaranteed!",3
3177,"So well done, I watched it three times already.",0
3178,Fix the audio levels in your next upload.,6
3179,"You are incredibly talented, this is top notch.",0
3180,There are links in the description.,2
3181,"Thank you so much for sharing this, really helpful!",0
3182,Fix! the audio levels in your next upload.,6
3183,I think you got the steps in the wrong order here.,5
3184,"Make money online fast, no experience needed!",3
3185,The video! was uploaded today.,2
3186,"Free followers and likes at my! profile, check it out!",3
3187,Please make more videos on this subject!,6
3188,Please respond to your comments more often.,6
3189,The editing is horrible and the pacing is off.,1
3190,Add timestamps to your videos please.,6
3191,"Clickbait title, the video delivers nothing.",1
3192,"This made my day, so inspiring and motivating.",0
3193,Does anyone know where I can! find more like this?,4
3194,Make a part two! of this video immediately!,6
3195,"That is! a common misconception, the real answer is different.",5
3196,"I regret watching this, total garbage.",1
3197,"That definition is not quite accurate, please! check again.",5
3198,Please! respond to your comments more often.,6
3199,Check! my latest video for free robux and vbucks!,3
3200,Can someone explain what this means?,4
3201,"That is a common misconception, the! real answer is different.",5
3202,Do not! skip the introduction next time please.,6
3203,Fix the audio levels in your next! upload.,6
3204,This is a! video about the topic.,2
3205,The editing is horrible and the pacing is off.,1
3206,The editing is horrible and the pacing is off.,1
3207,"This is absolutely amazing, loved every second of it!",0
3208,"Actually that is! not correct, the answer is different.",5
3209,What! software did you use to make this video?,4
3210,The formula you used there is actually wrong.,5
3211,"Visit my website for amazing deals, link in bio!",3
3212,"Thank you so much for sharing this, really helpful!",0
3213,Please respond to your comments more often.,6
3214,Add timestamps to! your videos please.,6
3215,Add! timestamps to your videos please.,6
3216,"This! made my day, so inspiring and motivating.",0
3217,There are! subtitles available for this video.,2
3218,Fix the audio levels in your next upload.,6
3219,"This is absolutely amazing,! loved every second of it!",0
3220,Turn on the captions! for accessibility.,6
3221,Where can I download the files you used here?,4
3222,You mislabeled the diagram in this section.!,5
3223,You made a! mistake at around the three minute mark.,5
3224,This is the most confusing explanation I have ever seen.,1
3225,What is the name of the song in the background?,4
3226,Promo code SPAM50 for discount on my useless product!,3
3227,"Really boring and! poorly made, thumbs down.",1
3228,Do not skip the! introduction next time please.,6
3229,"This is absolutely amazing, loved every second of it!",0
3230,I! believe you meant to say the opposite of what you said.,5
3231,I believe you meant to say the opposite of what you said.,5
3232,"So many errors in this video, very unprofessional.",1
3233,"Thank you so much for sharing this, really helpful!",0
3234,This is the most confusing explanation I have ever seen.,1
3235,The thumbnail caught my! attention.,2
3236,There are subtitles available for this video.,2
3237,Share this video! with everyone you know.,6
3238,Please slow! down when explaining complex parts.,6
3239,Is this method still relevant in the! current year?,4
3240,I believe you meant to say the opposite of what! you said.,5
3241,What do you think about! the alternative approach?,4
3242,Has! anyone tried this on a Mac instead of Windows?,4
3243,"Great video, very informative and well explained.",0
3244,"Really boring and poorly made,! thumbs down.",1
3245,"Upload more frequently, we need this content!",6
3246,One of the best videos I have watched! in a long time.,0
3247,This is a video about the! topic.,2
3248,Promo code SPAM50 for discount on my useless product!,3
3249,I believe you meant to say the opposite of what you said.,5
3250,Check my latest video for free robux and vbucks!,3
3251,"The audio quality is awful, could not understand anything.",1
3252,Do not cut the video so abruptly at the end.,6
3253,"I make 500 dollars a day from home, ask! me how!",3
3254,"Bot! followers for sale, cheapest rates guaranteed!",3
3255,I believe you meant to say the opposite of what you said.,5
